ID,TITLE,HOAX_TEXT,SENTIMENT_LABEL,SENTIMENT_SCORE,CANDIDATES_MENTIONED
3752,Najwa Shihab Diteror Usai Komentari Video Prabowo,"“MENGERIKAN Nampaknya Darah dan Pola Pikir Pemimpin Otoriter Ala Era Orde Baru Melekat Didalam Diri Prabowo, Hal Tersebut Terlihat dari Intimidasi yang Diberikan Kepada Najwa Shihab Berikan Kritik Soal Penarikan Kerah Baju Bahlil di Acara Debat Cawapres”",negative,0.9553424715995789,Prabowo
3750,Video Jokowi Menyaksikan Debat Cawapres,“Gibran Tanggapi Cak Imin Menolak IKN Dan Gibran Menjawab Pertanyaan Mahfud #prabowo #prabowopersiden2024 #jokowi #foryou #fypシ #fyp #gibran”,neutral,0.9125430583953857,"Prabowo, Gibran, Jokowi"
3741,Nama Anies Baswedan Masuk dalam Daftar Penikmat Uang Hasil Korupsi BTS Kominfo,“Hampir 7 Jam Diperiksa!! Jhonny G Plate Bocorkan Nama Anies Masuk Daftar Penikmat Uang Hasil Korupsi BTS 8 Triliun | Apakah Penerima Hasil Uang Korupsi Bisa Ditahan??”,negative,0.9890235662460327,Anies
3742,SBY Tuduh Jokowi Sebagai Dalang dari Pecahnya Koalisi Perubahan,"“Hilang Respect!! Bukannya Intropeksi Diri, SBY Malah Tuduh Presiden Jokowi Dalang Pecahnya Koalisi Perubahan | Yang Hianati Anies, Yang Dituduh Presiden Jokowi “",negative,0.9991175532341003,"Anies, Jokowi"
3743,Partai Demokrat Merapat ke PDIP dan Siap Menangkan Ganjar,"“Anies Langsung Mewek!! Nyesal Hianati Demokrat | SBY-AHY Gabung PDIP Siap Menangkan Ganjar 2024, Ahy Siap Balaskan Dendam Kepada Surya Paloh dan Anies”",negative,0.9968650937080383,"Prabowo, Gibran, Anies, Ganjar"
3744,NasDem Akui Terima Aliran Dana Korupsi dari Syahrul Yasin Limpo,“Terbongkar!! Nasdem Akui Terima Aliran Dana Korupsi dari Mentan Yasin Limpo | Masa Iya Cuma Dapat 20 Juta Sih Pak Syahroni? Bukannya 2 Miliar Ya? “,negative,0.9989578723907471,
3749,Hanya Gibran yang Memakai Microphone yang Dipegang saat Debat Cawapres,"“KENAPA HANYA GIBRAN YANG PEGANG MICROPHINE? SANGAT MUNGKIN KARENA MICROPHONE YANG MELEKAT DIALIHFUNGSIKAN MENJADI ALAT BANTU DENGAR SILAHKAN TERIAK HOAX KALAU BISA MENJELASKAN KENAPA…!!!” = = = = = PENJELASAN: Akun Facebook roger.silalahi_official memposting gambar yang menunjukan foto Cawapres dari nomor 1-3 saat debat Cawapres. Dalam postingan tersebut mengklaim bahwa hanya Gibran Cawapres nomor 2 yang diberi microphone yang dialih fungsikan menjadi alat bantu dengar. Setelah ditelusuri dengan membandingkan alat yang digunakan Cawapres saat debat pada Jumat, 22 Desember 2023 ketiga Cawapres baik Cak Imin, Mahfud dan Gibran sama sama memakai 3 alat diantaranya microphone yang di pegang, mic di dada dan mic di pipi. Dalam video kanal Youtube KOMPASTV berjudul “Debat Cawapres Muhaimin, Gibran dan Mahfud MD di Pilpres 2024” pada menit 1 jam 8 menit 56 detik terlihat Cak Imin yang sedang menggunakan microphone yang dipegang. Sama seperti yang diinformasikan Stasiun TV penyelenggara bawa ketiga Cawapres menggunakan 3 microphone dan tidak ada cawapres yang diberikan keistimewaan. Ketiga microphone tersebut bertujuan untuk mengantisipasi jika ada salah satu mikrofon yang tidak menyala. Ketiga microphone tersebut diantaranya pertama, mikrofon skin tone countryman yang menempel di pipi melalui cantolan telinga dan kabelnya melingkar di belakang leher peserta serta transmitter bodypack yang dipasang di celana atau pinggang bagian belakang atau saku celana peserta. Kedua, clip-on bodypack yang menempel di baju, juga dengan transmitter bodypack yang dipasang di celana atau pinggang bagian belakang atau saku celana peserta. Ketiga, mikrofon tangan WHM (wireless handheld microphone) diletakkan di tiap podium peserta. Dengan demikian klaim hanya Gibran yang memakai microphone yang dipegang saat debat Cawapres adalah tidak benar. Ketiga Cawapres sama-sama menggunakan 3 microphone diantaranya mikrofon skin tone countryman, clip-on bodypack dan mikrofon tangan WHM, sehingga masuk dalam kategori konten yang menyesatkan. REFERENSI: https://cekhoax.id/cek-fakta/salah-hanya-gibran-yang-memakai-microphone-yang-dipegang-saat-debat-cawapres https://www.youtube.com/watch?v=pNVtiDT8nVM https://www.detik.com/bali/berita/d-7108929/penjelasan-stasiun-tv-soal-polemik-3-mikrofon-gibran-yang-disentil-roy-suryo https://turnbackhoax.id/2023/12/23/salah-kenapa-si-no-2-ini-sampai-gunakan-3-tiga-mic-sekaligus-mengapa-2-calon-yg-lain-beda/",negative,0.997017502784729,"Prabowo, Gibran"
3733,Cover Majalah TIME 2023: Benjamin Netanyahu disebut sebagai “Killer of the Year”,"“Everyone please post this on your social media. Killer of the year. Responsible for War Crime, Crime of Apartheid, Crime of Genocide”.",negative,0.9631815552711487,
3736,“Anak SMP divonis 7 tahun Karena Mengkritik Jokowi”,"“Anak SMP divonis 7 tahun Karena Mengkritik Jokowi, *Lantas mengapa Jokowi Tidak Divonis Bersalah Atas Perbuatan PEMALSUAN IJAZAH ??? JIKA TERPILIH AMIN Akan TUNTASKAN !!!”. PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",negative,0.9986749291419983,"Anies, Jokowi"
3737,: Anies berikan tutorial cara memasak kodok,"JIKA HARI MU KACAU SILAHKAN TONTON VIDEO INI, BIAR TAMBAH KACAU Tutorial cara memasak kodok ===",negative,0.9047653675079346,
3727,AS dan Australia akan Memberikan 30% Lahannya untuk PBB,AS dan Australia akan Memberikan 30% Lahannya untuk PBB,neutral,0.9934483170509338,
3728,KPU Temukan Bukti Vital Kecurangan Gibran di Debat Cawapres,"“GEGER MALAM INI || KPU TEMUKAN BVKTI V1TAL, KECUR4NG4N GIBRAN DI PILPRES T£RB0NGK∆R”",negative,0.9984080195426941,Gibran
3731,“Warga Makassar Garang Terhadap Kecurangan Pemilu pak RT Dilabrak Bawaslu Menghilang”,"“*Video lanjutan di komentar. _Warga Makassar. Garang Terhadap Kecurangan Pemilu. pak RT Dilabrak..Bawaslu Menghilang…! Harap Kepada Semua Relawan AMIN … Bisa Mencontoh Ketegasan ini … TIDAK ADA KOMPROMI TERHADAP KECURANGAN PEMILU … BASMI … !!! KECURANGAN PEMILU …_”. PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",negative,0.9948320388793945,Anies
3724,: Gibran sudah jadi Ulama,Sudah jd Ulama plus gelar Kiyai/Gus?… Astagfirullaah… ===,negative,0.9665026664733887,
3725,“hujan uang kampanye 02”,"“hujan uang kampanye 02 di daerah Embuh. Demokrasi sedang Sakit 😥 Bawaslu pasti pura-pura gak liat ato biarkan saja.? Lantas kerjanya ngapain aja Sik ? @bawasluri #politikuang #MalingUangRakyat”. PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",negative,0.99924635887146,"Prabowo, Gibran"
3717,Surat Permintaan Maaf Universitas Edinburgh kepada Warga Palestina Atas Deklarasi Balfour,"“Public apology by the university of Edinburgh after the genocide of Palestinian people and after the passage of a century is an act at belated stage which has no value until the Palestinians are accommodated reasonably by restoring their freedom , respect and homeland” Terjemahan: “Permintaan maaf publik yang dilakukan oleh Universitas Edinburgh setelah terjadinya genosida terhadap rakyat Palestina dan setelah satu abad berlalu adalah sebuah tindakan yang terlambat dan tidak ada nilainya sampai rakyat Palestina diakomodasi secara wajar dengan mengembalikan kebebasan, rasa hormat dan tanah air mereka.” = = = Penjelasan: Postingan di Twitter mengabarkan bahwa Universitas Edinburgh membuat surat terbuka yang berisi permohonan maaf kepada Warga Palestina atas adanya deklarasi Belfour pada 1917 yang pada saat itu dilakukan oleh Menteri Luar Negeri Inggris yang juga menjabat sebagai Rektor Universitas Edinburgh. Namun Universitas Edinburgh membantah keaslian surat tersebut. Melalui Reuters juru bicara Universitas Edinburgh mengatakan bahwa surat tersebut adalah surat fiksi yang dibuat untuk pertunjukkan teater. Dengan demikian, Universitas Edinburgh memberi surat permintaan maaf secara terbuka kepada warga Palestina atas deklarasi Belfour adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://www.reuters.com/fact-check/university-edinburghs-apology-letter-palestinians-is-fictional-2023-12-21/ https://cekhoax.id/cek-fakta/salah-surat-permintaan-maaf-universitas-edinburgh-kepada-warga-palestina-atas-deklarasi-balfour = = =",negative,0.9944413304328918,"Prabowo, Gibran"
3721,Gambar Jokowi sedang Menonton Gibran saat Debat Cawapres,"“Pak Jokowi bangga menonton debat anak sulungnya yaitu Gibran cawapres nomor urut 2” = = = = = PENJELASAN: Akun Facebook Dino Cantona memposting sebuah gambar Jokowi yang sedang menonton debat cawapres 2024. Dalam gambar tersebut terdapat narasi bahwa “Pak Jokowi bangga menonton debat anak sulungnya yaitu Gibran cawapres nomor urut 2”. Setelah ditelusuri menggunakan Google Image ditemukan foto yang identik pada artikel milik detik.com yang berjudul ” Jokowi Unggah Momen Nonton Timnas Indonesia dari Rumdis Walkot Bobby” yang diunggah pada Rabu 17 Mei 2023. Dalam artikel tersebut terdapat sebuah video yang di dalamnya menunjukkan Jokowi yang sedang menonton sebuah pertandingan bola. Berdasarkan artikel Jokowi saat itu sedang menonton Garuda Muda di final sepak bola SEA Games 2023 Kamboja bukan menonton Gibran saat debat cawapres 2024. Dengan demikian gambar Jokowi sedang menonton Gibran saat debat cawapres 2024 merupakan hasil editan. Gambar yang asli adalah Jokowi sedang menonton Garuda Muda di final sepak bola SEA Games 2023 Kamboja, sehingga hal tersebut masuk dalam kategori konten yang dimanipulasi. REFERENSI: https://cekhoax.id/cek-fakta/salah-gambar-jokowi-sedang-menonton-gibran-saat-debat-cawapres https://www.detik.com/sumut/sepakbola/d-6724185/jokowi-unggah-momen-nonton-timnas-indonesia-dari-rumdis-walkot-bobby https://turnbackhoax.id/2024/01/03/salah-video-jokowi-menyaksikan-debat-cawapres/",positive,0.66230309009552,"Prabowo, Gibran, Anies, Ganjar, Jokowi"
3722,Presiden Volodymyr Zelenskyy Naturalisasi Menjadi Warga Negara AS,Presiden Volodymyr Zelenskyy Naturalisasi Menjadi Warga Negara AS,neutral,0.9989147186279297,Jokowi
